price,qty,timestamp,bs,ml,bucket
586.200000,4.341700,1527845214.081100,s,m,201806010926
586.350000,3.318256,1527845219.922500,b,l,201806010926
586.230000,2.500000,1527845229.181700,s,l,201806010927
586.220000,5.000000,1527845229.187400,s,l,201806010927
586.210000,2.247783,1527845229.190300,s,l,201806010927
586.200000,0.658300,1527845229.193200,s,l,201806010927
586.180000,5.990000,1527845229.195800,s,l,201806010927
586.100000,8.000000,1527845229.199700,s,l,201806010927
585.920000,0.160000,1527845229.204000,s,l,201806010927
585.730000,9.633855,1527845229.206600,s,l,201806010927
585.720000,4.301080,1527845229.210000,s,l,201806010927
585.690000,5.000000,1527845229.212900,s,l,201806010927
585.610000,1.069984,1527845229.216400,s,l,201806010927
585.400000,13.200000,1527845229.219900,s,l,201806010927
585.360000,3.000000,1527845229.223300,s,l,201806010927
585.340000,0.840000,1527845229.225900,s,l,201806010927
585.230000,5.000000,1527845229.228300,s,l,201806010927
585.220000,19.406000,1527845229.231100,s,l,201806010927
585.190000,11.819000,1527845229.233800,s,l,201806010927
585.170000,0.305035,1527845229.236400,s,l,201806010927
585.000000,1.868964,1527845229.239100,s,l,201806010927
586.350000,3.079191,1527845229.778100,b,l,201806010927
586.230000,0.294260,1527845235.022100,s,m,201806010927
586.120000,5.990000,1527845235.025400,s,m,201806010927
585.410000,119.922000,1527845235.029200,s,m,201806010927
585.010000,2.447400,1527845235.032300,s,m,201806010927
585.010000,17.000000,1527845235.035000,s,m,201806010927
585.000000,10.731036,1527845235.037700,s,m,201806010927
584.980000,8.141000,1527845235.041100,s,m,201806010927
584.880000,3.085951,1527845235.045300,s,m,201806010927
584.870000,4.928500,1527845235.048400,s,m,201806010927
584.860000,90.000000,1527845235.052000,s,m,201806010927
584.820000,1.367000,1527845235.056000,s,m,201806010927
584.770000,0.092853,1527845235.058500,s,m,201806010927
586.090000,0.265800,1527845261.297800,b,l,201806010927
585.780000,0.112330,1527845270.493300,s,l,201806010927
585.550000,2.238773,1527845270.498100,s,l,201806010927
585.520000,9.651281,1527845270.500800,s,l,201806010927
585.290000,3.000000,1527845270.504700,s,l,201806010927
585.280000,5.990000,1527845270.507600,s,l,201806010927
584.800000,17.386000,1527845270.511600,s,l,201806010927
584.770000,1.076410,1527845270.514500,s,l,201806010927
584.750000,3.978000,1527845270.518300,s,l,201806010927
584.720000,4.365209,1527845270.522700,s,l,201806010927
584.710000,7.759197,1527845270.526600,s,l,201806010927
584.710000,26.323803,1527845270.529600,s,l,201806010927
584.560000,17.000000,1527845270.536600,s,l,201806010927
584.360000,1.118996,1527845270.539900,s,l,201806010927
584.400000,0.020000,1527845279.039100,b,m,201806010927
584.400000,4.980000,1527845280.740400,b,l,201806010928
584.370000,0.936582,1527845291.320300,s,l,201806010928
584.250000,0.064698,1527845291.326300,s,l,201806010928
584.180000,34.083000,1527845291.330000,s,l,201806010928
584.040000,1.186000,1527845291.494400,s,l,201806010928
584.040000,0.974472,1527845293.635100,s,m,201806010928
584.040000,0.002527,1527845293.638200,s,m,201806010928
584.040000,0.000001,1527845293.640000,s,m,201806010928
584.040000,0.837000,1527845296.053100,s,m,201806010928
584.040000,3.000000,1527845296.057700,s,m,201806010928
584.000000,0.999000,1527845296.061300,s,m,201806010928
583.460000,0.164000,1527845296.064100,s,m,201806010928
583.470000,10.000000,1527845296.200900,s,m,201806010928
584.010000,1.326000,1527845306.995300,b,l,201806010928
584.040000,0.119674,1527845307.000200,b,l,201806010928
584.040000,0.346644,1527845307.002900,b,l,201806010928
584.140000,64.915719,1527845307.006400,b,l,201806010928
584.180000,7.127544,1527845307.009600,b,l,201806010928
584.180000,0.003456,1527845307.011700,b,l,201806010928
583.730000,0.598444,1527845308.572300,s,m,201806010928
583.730000,0.001552,1527845308.576800,s,m,201806010928
583.730000,0.000004,1527845308.580400,s,m,201806010928
584.660000,8.012046,1527845313.034100,b,l,201806010928
584.660000,0.003204,1527845313.037100,b,l,201806010928
584.660000,0.000001,1527845313.039500,b,l,201806010928
584.660000,0.000749,1527845313.042300,b,l,201806010928
584.660000,2.352997,1527845316.611300,b,l,201806010928
584.890000,1.092000,1527845317.871300,b,l,201806010928
585.020000,0.160000,1527845317.878200,b,l,201806010928
585.020000,0.680000,1527845317.880600,b,l,201806010928
585.680000,2.818752,1527845331.146000,b,l,201806010928
585.200000,0.577770,1527845334.553000,s,m,201806010928
585.200000,0.000230,1527845334.556900,s,m,201806010928
585.150000,0.143000,1527845344.040900,s,l,201806010929
585.150000,0.714766,1527845345.557400,s,l,201806010929
585.150000,0.235123,1527845345.563500,s,l,201806010929
585.140000,4.150111,1527845345.566200,s,l,201806010929
585.140000,33.403408,1527845347.487300,s,l,201806010929
584.920000,0.142531,1527845347.820100,s,l,201806010929
584.690000,0.000469,1527845347.824100,s,l,201806010929
584.700000,0.855403,1527845356.829300,b,m,201806010929
584.700000,1.877736,1527845357.098000,b,m,201806010929
585.000000,0.854701,1527845378.740200,b,l,201806010929
585.240000,1.456004,1527845415.609200,s,m,201806010930
585.240000,0.003776,1527845415.612600,s,m,201806010930
585.240000,0.000010,1527845415.615200,s,m,201806010930
585.030000,0.070293,1527845421.758500,s,m,201806010930
585.030000,0.000177,1527845421.771000,s,m,201806010930
585.470000,3.000000,1527845434.915000,b,l,201806010930
585.040000,0.372386,1527845487.161000,s,l,201806010931
584.670000,0.250000,1527845495.169600,s,m,201806010931
584.670000,5.210000,1527845495.326800,s,l,201806010931
584.660000,32.350000,1527845495.330000,s,l,201806010931
585.200000,2.000000,1527845499.366300,b,m,201806010931
585.160000,2.650940,1527845506.306300,b,l,201806010931
585.160000,0.001060,1527845506.327800,b,l,201806010931
585.160000,0.000000,1527845506.330300,b,l,201806010931
585.200000,1.348000,1527845506.333100,b,l,201806010931
584.980000,5.000000,1527845532.736200,b,l,201806010932
585.150000,1.962090,1527845532.739500,b,l,201806010932
585.150000,0.856700,1527845532.915800,b,l,201806010932
585.150000,4.352900,1527845532.988200,b,l,201806010932
585.140000,0.170095,1527845534.205100,b,l,201806010932
585.140000,9.997830,1527845534.259700,b,l,201806010932
585.140000,0.355100,1527845534.317800,b,l,201806010932
585.140000,0.727200,1527845534.878100,b,l,201806010932
585.140000,1.304065,1527845535.399800,b,l,201806010932
585.140000,4.527709,1527845535.413000,b,l,201806010932
585.150000,0.024000,1527845535.416400,b,l,201806010932
585.160000,1.338167,1527845535.419300,b,l,201806010932
585.190000,0.026000,1527845535.459200,b,l,201806010932
585.240000,1.263857,1527845535.464200,b,l,201806010932
585.650000,2.444700,1527845539.158700,b,l,201806010932
585.700000,0.040000,1527845542.290300,b,l,201806010932
585.810000,1.392577,1527845542.293400,b,l,201806010932
585.810000,0.621950,1527845542.825600,b,l,201806010932
585.810000,0.081124,1527845544.644200,b,l,201806010932
585.810000,4.768283,1527845544.665400,b,l,201806010932
585.880000,0.024000,1527845550.419000,b,l,201806010932
585.890000,0.022317,1527845550.423400,b,l,201806010932
585.860000,0.024000,1527845564.169800,b,m,201806010932
585.860000,0.023000,1527845564.182800,b,m,201806010932
585.870000,0.028000,1527845564.187100,b,m,201806010932
585.880000,0.033000,1527845564.190100,b,m,201806010932
585.890000,0.027683,1527845564.192900,b,m,201806010932
585.900000,0.364317,1527845564.195800,b,m,201806010932
585.390000,0.300000,1527845604.956800,s,m,201806010933
585.390000,0.100000,1527845604.984700,s,m,201806010933
585.390000,0.080000,1527845604.988900,s,m,201806010933
585.390000,0.500000,1527845604.992400,s,m,201806010933
585.390000,0.020000,1527845604.996000,s,m,201806010933
585.400000,0.033000,1527845608.676000,s,m,201806010933
585.410000,0.026000,1527845624.661600,s,m,201806010933
585.390000,0.021000,1527845639.722700,s,m,201806010933
585.710000,0.020000,1527845643.514800,b,m,201806010934
585.710000,0.980000,1527845643.542900,b,m,201806010934
585.700000,4.000000,1527845654.765000,b,l,201806010934
585.730000,0.182159,1527845700.025700,b,m,201806010935
585.740000,0.017841,1527845700.031300,b,m,201806010935
585.390000,12.300034,1527845715.343100,s,l,201806010935
585.380000,0.000966,1527845715.354300,s,l,201806010935
585.380000,0.799034,1527845715.707200,s,l,201806010935
585.300000,0.032745,1527845756.747800,b,l,201806010935
584.620000,0.054599,1527845779.987300,s,l,201806010936
584.300000,0.442703,1527845784.927800,s,l,201806010936
584.000000,0.500000,1527845794.260300,s,l,201806010936
583.920000,4.355741,1527845794.266700,s,l,201806010936
584.270000,0.513000,1527845799.518800,b,l,201806010936
584.100000,0.248877,1527845821.427900,b,l,201806010937
584.150000,5.010000,1527845823.242400,b,l,201806010937
584.150000,4.990000,1527845823.296500,b,l,201806010937
584.150000,1.486650,1527845823.301300,b,l,201806010937
584.150000,3.933000,1527845823.303400,b,l,201806010937
584.150000,4.580350,1527845823.305500,b,l,201806010937
584.250000,0.513000,1527845843.976800,b,l,201806010937
583.810000,0.321777,1527845890.882000,b,l,201806010938
583.820000,0.136223,1527845890.899100,b,l,201806010938
583.790000,0.124470,1527845917.599600,s,l,201806010938
583.150000,2.200000,1527845917.603100,s,l,201806010938
583.100000,0.034000,1527845917.606400,s,l,201806010938
583.100000,0.051000,1527845917.609500,s,l,201806010938
583.010000,4.000000,1527845917.616200,b,m,201806010938
583.010000,8.090530,1527845929.019800,b,l,201806010938
583.630000,0.000000,1527845989.019800,s,l,201806010939
583.630000,0.000000,1527846049.019800,s,l,201806010940
583.630000,4.069000,1527846069.073700,s,l,201806010941
583.600000,10.045009,1527846069.082900,s,l,201806010941
583.500000,4.069000,1527846070.410400,b,l,201806010941
583.260000,0.105395,1527846078.360000,s,l,201806010941
583.440000,0.020000,1527846091.905600,b,m,201806010941
583.170000,0.259000,1527846172.455700,s,l,201806010942
583.080000,0.695597,1527846172.470200,s,l,201806010942
583.000000,1.545403,1527846172.474200,s,l,201806010942
583.110000,0.028676,1527846207.427200,s,l,201806010943
583.110000,1.971324,1527846207.457100,s,l,201806010943
583.140000,5.000000,1527846252.488200,s,l,201806010944
582.940000,0.147725,1527846284.357000,s,m,201806010944
582.940000,5.000000,1527846284.366800,s,m,201806010944
582.360000,3.047000,1527846284.369500,s,m,201806010944
582.350000,0.500000,1527846284.372500,s,m,201806010944
582.350000,0.369844,1527846284.375200,s,m,201806010944
582.340000,5.935431,1527846284.377900,s,m,201806010944
583.270000,3.948603,1527846284.386500,b,m,201806010944
583.270000,0.034718,1527846284.389300,b,m,201806010944
583.280000,0.016678,1527846284.391800,b,m,201806010944
583.180000,0.000000,1527846344.391800,b,l,201806010945
